time,amplitude
6.450000000000000178e-02,8.975188462014429547e-01
6.500000000000000222e-02,1.008106752363131520e+00
6.550000000000000266e-02,8.065003869498915678e-01
6.600000000000000311e-02,1.196636492345508840e+00
6.650000000000000355e-02,1.005395305053754962e+00
6.700000000000000400e-02,7.298185213694725615e-01
6.750000000000000444e-02,7.911698965881424073e-01
6.800000000000000488e-02,1.026265477898967493e+00
6.850000000000000533e-02,1.102437000345701357e+00
6.900000000000000577e-02,1.310196988184191280e+00
6.950000000000000622e-02,1.476732482514530043e+00
7.000000000000000666e-02,9.684793353241805125e-01
7.050000000000000711e-02,6.883196190050318020e-01
7.100000000000000755e-02,4.688719092352076068e-01
7.150000000000000799e-02,9.648020159884572733e-01
7.200000000000000844e-02,7.693692652765569129e-01
7.249999999999999500e-02,8.717093226344898582e-01
7.299999999999999545e-02,8.546935631246663778e-01
7.349999999999999589e-02,9.685175441830583543e-01
7.399999999999999634e-02,1.225032538775988389e+00
7.449999999999999678e-02,1.053227664086552551e+00
7.499999999999999722e-02,9.950548966100235537e-01
7.549999999999999767e-02,8.206446473176909340e-01
7.599999999999999811e-02,6.916118447913821576e-01
7.649999999999999856e-02,9.280068206648550699e-01
7.699999999999999900e-02,1.015417141767174014e+00
7.749999999999999944e-02,1.384801055825340743e+00
7.799999999999999989e-02,1.067792306712215256e+00
7.850000000000000033e-02,1.254793963707782734e+00
7.900000000000000078e-02,9.804342535269638947e-01
7.950000000000000122e-02,8.695124360695446475e-01
8.000000000000000167e-02,9.416943914957575101e-01
8.050000000000000211e-02,1.017242395118892473e+00
8.100000000000000255e-02,1.612091572841142018e+00
8.150000000000000300e-02,1.040173581037437289e+00
8.200000000000000344e-02,1.382114767365092423e+00
8.250000000000000389e-02,1.034523306368772211e+00
8.300000000000000433e-02,1.392663504084218351e+00
8.350000000000000477e-02,1.265990639263305351e+00
8.400000000000000522e-02,1.133531116635445590e+00
8.450000000000000566e-02,1.128266132628181984e+00
8.500000000000000611e-02,9.755925677528400897e-01
8.550000000000000655e-02,1.167340202531524040e+00
8.600000000000000699e-02,9.626566406888156235e-01
8.650000000000000744e-02,7.898417824104531082e-01
8.700000000000000788e-02,7.674048129631284576e-01
8.750000000000000833e-02,1.052216937181729151e+00
8.799999999999999489e-02,1.333930901749492026e+00
8.849999999999999534e-02,1.054510809232152457e+00
8.899999999999999578e-02,1.004987538309726647e+00
8.949999999999999623e-02,1.091585495639221692e+00
8.999999999999999667e-02,1.298770542283206320e+00
9.049999999999999711e-02,1.080548388236581392e+00
9.099999999999999756e-02,9.488480335947320210e-01
9.149999999999999800e-02,1.242140461064318746e+00
9.199999999999999845e-02,1.093101071606310759e+00
9.249999999999999889e-02,1.299467752883327387e+00
9.299999999999999933e-02,1.014800213009115160e+00
9.349999999999999978e-02,7.224861065416102734e-01
9.400000000000000022e-02,6.886670592508479238e-01
9.450000000000000067e-02,1.294838433870146854e+00
9.500000000000000111e-02,1.320087249918567185e+00
9.550000000000000155e-02,9.584219356819569935e-01
9.600000000000000200e-02,9.438394983048988829e-01
9.650000000000000244e-02,1.344105464944919781e+00
9.700000000000000289e-02,8.642818312949227533e-01
9.750000000000000333e-02,9.401669588850937176e-01
9.800000000000000377e-02,1.277799479430065777e+00
9.850000000000000422e-02,1.094299156075575485e+00
9.900000000000000466e-02,1.188534144762599887e+00
9.950000000000000511e-02,1.164586851146391266e+00
1.000000000000000056e-01,1.264036495762533185e+00
1.005000000000000060e-01,1.469915016754678172e+00
1.010000000000000064e-01,1.192991737447474998e+00
1.015000000000000069e-01,1.287083262757263702e+00
1.020000000000000073e-01,7.311969977207326554e-01
1.025000000000000078e-01,1.116268240597392269e+00
1.030000000000000082e-01,9.457712668316911042e-01
1.035000000000000087e-01,8.636723204989009695e-01
1.040000000000000091e-01,9.295029634298062060e-01
1.044999999999999957e-01,1.039848113403834207e+00
1.049999999999999961e-01,1.293628401702151987e+00
1.054999999999999966e-01,8.490664358654801402e-01
1.059999999999999970e-01,1.122200633368458877e+00
1.064999999999999974e-01,1.016697473316527489e+00
1.069999999999999979e-01,1.039599903698212868e+00
1.074999999999999983e-01,1.290643183978451569e+00
1.079999999999999988e-01,1.176178961981579008e+00
1.084999999999999992e-01,1.309128480408858763e+00
1.089999999999999997e-01,9.804447675792098416e-01
1.095000000000000001e-01,8.410505391941199838e-01
1.100000000000000006e-01,9.064381458733794528e-01
1.105000000000000010e-01,9.755565942963997372e-01
1.110000000000000014e-01,9.454457916871706891e-01
1.115000000000000019e-01,6.851464997571665716e-01
1.120000000000000023e-01,9.214603517153803214e-01
1.125000000000000028e-01,9.593715109049181233e-01
1.130000000000000032e-01,1.435202898537416338e+00
1.135000000000000037e-01,1.330476979475602617e+00
1.140000000000000041e-01,8.105775922924608468e-01
1.145000000000000046e-01,9.497479059064527496e-01
1.150000000000000050e-01,7.378109948531966777e-01
1.155000000000000054e-01,9.308750142955206641e-01
1.160000000000000059e-01,1.124681825176629735e+00
1.165000000000000063e-01,1.309039275568840255e+00
1.170000000000000068e-01,9.228044405676935069e-01
1.175000000000000072e-01,9.344771157678828377e-01
1.180000000000000077e-01,6.305063650032245448e-01
1.185000000000000081e-01,1.022323023368742367e+00
1.190000000000000085e-01,8.396225991170902514e-01
1.195000000000000090e-01,9.474699853494684687e-01
1.199999999999999956e-01,8.841421951403652946e-01
1.204999999999999960e-01,1.051719737631386486e+00
1.209999999999999964e-01,7.340529764182921468e-01
1.214999999999999969e-01,8.094313443213984050e-01
1.219999999999999973e-01,1.545805047701421797e+00
1.224999999999999978e-01,8.768504031158217416e-01
1.229999999999999982e-01,9.241097787098102589e-01
1.234999999999999987e-01,1.512679805814139522e+00
1.239999999999999991e-01,1.719543018857091710e+00
1.244999999999999996e-01,8.885151515862947935e-01
1.250000000000000000e-01,1.025240998190395603e+00
1.255000000000000004e-01,1.136690700870135240e+00
1.260000000000000009e-01,1.379465699864047989e+00
1.265000000000000013e-01,8.004566900015165354e-01
1.270000000000000018e-01,9.146290840319426518e-01
1.275000000000000022e-01,1.089487169501777375e+00
1.280000000000000027e-01,9.978970249352435706e-01
1.285000000000000031e-01,8.204714553445117131e-01
1.290000000000000036e-01,8.617800366127661427e-01
1.295000000000000040e-01,6.137472677862305659e-01
1.300000000000000044e-01,8.470196310103800252e-01
1.305000000000000049e-01,8.508630834934328702e-01
1.310000000000000053e-01,9.611713351916058024e-01
1.315000000000000058e-01,8.130368143261011982e-01
1.320000000000000062e-01,1.024649564445767824e+00
1.325000000000000067e-01,1.134828866703857964e+00
1.330000000000000071e-01,9.607375706819494265e-01
1.335000000000000075e-01,9.934310734453698499e-01
1.340000000000000080e-01,9.246602424371237472e-01
1.345000000000000084e-01,9.045708873122413340e-01
1.350000000000000089e-01,7.526778454273564956e-01
1.355000000000000093e-01,9.568916444138965138e-01
1.360000000000000098e-01,8.767335392925651449e-01
1.365000000000000102e-01,1.324517754036727002e+00
1.370000000000000107e-01,1.237520783635381427e+00
1.375000000000000111e-01,1.023442615278486345e+00
1.380000000000000115e-01,8.218062246130326542e-01
1.385000000000000120e-01,7.823411034553319210e-01
1.390000000000000124e-01,1.272839698227205885e+00
1.395000000000000129e-01,1.113395532322736248e+00
1.400000000000000133e-01,1.176940541533305629e+00
1.405000000000000138e-01,7.439320643282958390e-01
1.410000000000000142e-01,1.281088467971484457e+00
1.415000000000000147e-01,1.180023976958142651e+00
1.420000000000000151e-01,8.523737610416690647e-01
1.425000000000000155e-01,9.591213485262747307e-01
1.430000000000000160e-01,1.081257620822320575e+00
1.435000000000000164e-01,1.012959888870584191e+00
1.440000000000000169e-01,9.194878768229577393e-01
1.444999999999999896e-01,9.363667049742998572e-01
1.449999999999999900e-01,8.909448254193594874e-01
1.454999999999999905e-01,9.618008981366061860e-01
1.459999999999999909e-01,1.220796988978914754e+00
1.464999999999999913e-01,4.123777469808819762e-01
1.469999999999999918e-01,8.796574789120590321e-01
1.474999999999999922e-01,9.635400805857686768e-01
1.479999999999999927e-01,9.863571664707263542e-01
1.484999999999999931e-01,8.476104456250351804e-01
1.489999999999999936e-01,5.602817155340420463e-01
1.494999999999999940e-01,9.614162292094811102e-01
1.499999999999999944e-01,1.220744777863671082e+00
1.504999999999999949e-01,5.448152389147137287e-01
1.509999999999999953e-01,9.997941679067289256e-01
1.514999999999999958e-01,7.385522941347059112e-01
1.519999999999999962e-01,7.736960826307242023e-01
1.524999999999999967e-01,5.639050337367352839e-01
1.529999999999999971e-01,7.046125988765487014e-01
1.534999999999999976e-01,1.037790820507142220e+00
1.539999999999999980e-01,9.095820183098970446e-01
1.544999999999999984e-01,1.162491962732695061e+00
1.549999999999999989e-01,1.080059941616311914e+00
1.554999999999999993e-01,9.637824348906391947e-01
1.559999999999999998e-01,1.256007992963945830e+00
1.565000000000000002e-01,1.023309366709601598e+00
1.570000000000000007e-01,1.124089157477480727e+00
1.575000000000000011e-01,9.152840043949960203e-01
1.580000000000000016e-01,9.965270523436066119e-01
1.585000000000000020e-01,8.452471312462024322e-01
1.590000000000000024e-01,1.178336085004864975e+00
1.595000000000000029e-01,7.365763370050130154e-01
1.600000000000000033e-01,1.118978530636550284e+00
1.605000000000000038e-01,9.154342991573924948e-01
1.610000000000000042e-01,1.181638953093065547e+00
1.615000000000000047e-01,1.095495154140215588e+00
1.620000000000000051e-01,1.311977934774665844e+00
1.625000000000000056e-01,1.100689595456823877e+00
1.630000000000000060e-01,6.496690476534708880e-01
1.635000000000000064e-01,9.611070390205592728e-01
1.640000000000000069e-01,7.490311564446404669e-01
1.645000000000000073e-01,8.848281521392167281e-01
1.650000000000000078e-01,1.289828547345917897e+00
1.655000000000000082e-01,1.106816165069945734e+00
1.660000000000000087e-01,8.233432351230347557e-01
1.665000000000000091e-01,7.367642085174460620e-01
1.670000000000000095e-01,9.164424189260620413e-01
1.675000000000000100e-01,6.332118041947709663e-01
1.680000000000000104e-01,7.079981288474144208e-01
1.685000000000000109e-01,8.723957803118347343e-01
1.690000000000000113e-01,1.013707403464064960e+00
1.695000000000000118e-01,8.842115965111130294e-01
1.700000000000000122e-01,2.926369808149327234e-01
1.705000000000000127e-01,8.092889743998962215e-01
1.710000000000000131e-01,7.688598641441385384e-01
1.715000000000000135e-01,8.502858067196480407e-01
1.720000000000000140e-01,1.108615709470818000e+00
1.725000000000000144e-01,3.928096492710912990e-01
1.730000000000000149e-01,7.069207260383262303e-01
1.735000000000000153e-01,9.603288687169908577e-01
1.740000000000000158e-01,5.385240266244365470e-01
1.745000000000000162e-01,1.157639523273850113e+00
1.750000000000000167e-01,9.388007792133110652e-01
1.755000000000000171e-01,1.033245741436787490e+00
1.759999999999999898e-01,7.464089507861750850e-01
1.764999999999999902e-01,1.020055448659861863e+00
1.769999999999999907e-01,1.069976274252209203e+00
1.774999999999999911e-01,9.060615053294961418e-01
1.779999999999999916e-01,9.151389922880893701e-01
1.784999999999999920e-01,9.371743038865936182e-01
1.789999999999999925e-01,7.309092142575641660e-01
1.794999999999999929e-01,8.987922615046344266e-01
1.799999999999999933e-01,9.246080557080526008e-01
1.804999999999999938e-01,1.058044768740414643e+00
1.809999999999999942e-01,1.204209439224852796e+00
1.814999999999999947e-01,8.094436751938207664e-01
1.819999999999999951e-01,1.005051954727491870e+00
1.824999999999999956e-01,1.326056789412011883e+00
1.829999999999999960e-01,8.713909211302798274e-01
1.834999999999999964e-01,8.374948224299525457e-01
1.839999999999999969e-01,1.017530362892363316e+00
1.844999999999999973e-01,1.116852818014181459e+00
1.849999999999999978e-01,9.198191542965260536e-01
1.854999999999999982e-01,1.154407691371784228e+00
1.859999999999999987e-01,1.035086483927135648e+00
1.864999999999999991e-01,1.013063673041560309e+00
1.869999999999999996e-01,9.432918150526322654e-01
1.875000000000000000e-01,1.292521951389882240e+00
1.880000000000000004e-01,7.862636344761764207e-01
1.885000000000000009e-01,4.309574581612243271e-01
1.890000000000000013e-01,1.158755575047711650e+00
1.895000000000000018e-01,7.521830936040631022e-01
1.900000000000000022e-01,8.686345206359955551e-01
1.905000000000000027e-01,1.108327257145587552e+00
1.910000000000000031e-01,5.206544093334080081e-01
1.915000000000000036e-01,5.810234603697823630e-01
1.920000000000000040e-01,4.980305846272361503e-01
1.925000000000000044e-01,6.449598506295961542e-01
1.930000000000000049e-01,8.781524210689749532e-01
1.935000000000000053e-01,8.849566101505875748e-01
1.940000000000000058e-01,8.310254206735855353e-01
1.945000000000000062e-01,4.963681728024137430e-01
1.950000000000000067e-01,3.284620420614545178e-01
1.955000000000000071e-01,8.212475800980297835e-01
1.960000000000000075e-01,7.431566649389252932e-01
1.965000000000000080e-01,9.617728711385660212e-01
1.970000000000000084e-01,1.045264384197597929e+00
1.975000000000000089e-01,9.671052941742306341e-01
1.980000000000000093e-01,1.122724692761624121e+00
1.985000000000000098e-01,1.041902050982621342e+00
1.990000000000000102e-01,1.119741990025512335e+00
1.995000000000000107e-01,8.818964951790125850e-01
2.000000000000000111e-01,9.875934042663601087e-01
2.005000000000000115e-01,1.056258485848354800e+00
2.010000000000000120e-01,1.169006661787138857e+00
2.015000000000000124e-01,9.111650594545070980e-01
2.020000000000000129e-01,1.078723143975617305e+00
2.025000000000000133e-01,9.077907366852884241e-01
2.030000000000000138e-01,9.275904759247352027e-01
2.035000000000000142e-01,1.111800953592423591e+00
2.040000000000000147e-01,5.468086970421689452e-01
2.045000000000000151e-01,6.895341718388207086e-01
2.050000000000000155e-01,6.580774068261052712e-01
2.055000000000000160e-01,4.936402319051981791e-01
2.060000000000000164e-01,8.284317980901215739e-01
2.065000000000000169e-01,1.113459217685621505e+00
2.070000000000000173e-01,9.002672207568604978e-01
2.075000000000000178e-01,9.838641388329941728e-01
2.080000000000000182e-01,1.142754274892560318e+00
2.084999999999999909e-01,1.165715632356680631e+00
2.089999999999999913e-01,8.582555977070263076e-01
2.094999999999999918e-01,1.113933179544080332e+00
2.099999999999999922e-01,8.348825980146302728e-01
2.104999999999999927e-01,6.271249542272095967e-01
2.109999999999999931e-01,6.611268357054737033e-01
2.114999999999999936e-01,4.781482647185866242e-01
2.119999999999999940e-01,6.003488128023416470e-01
2.124999999999999944e-01,7.191423218873066459e-01
2.129999999999999949e-01,9.718752492156867984e-01
2.134999999999999953e-01,1.181165051643813246e+00
2.139999999999999958e-01,5.891672159664937958e-01
2.144999999999999962e-01,9.726617315625604165e-01
2.149999999999999967e-01,7.117756647673327830e-01
2.154999999999999971e-01,1.035872104749841593e+00
2.159999999999999976e-01,9.298076126201662017e-01
2.164999999999999980e-01,5.987148102665238447e-01
2.169999999999999984e-01,1.153885616445330831e+00
2.174999999999999989e-01,8.465019616612025066e-01
2.179999999999999993e-01,8.579824445413429812e-01
2.184999999999999998e-01,7.483174256447235884e-01
2.190000000000000002e-01,8.312834942954380191e-01
2.195000000000000007e-01,1.051602016176141241e+00
2.200000000000000011e-01,9.369701858693408880e-01
2.205000000000000016e-01,1.054254094070509629e+00
2.210000000000000020e-01,1.078582150440666521e+00
2.215000000000000024e-01,1.290225313190310530e+00
2.220000000000000029e-01,9.773070812969900656e-01
2.225000000000000033e-01,7.675296275743426211e-01
2.230000000000000038e-01,1.288135581271647290e+00
2.235000000000000042e-01,1.012880811340505449e+00
2.240000000000000047e-01,1.297984640226568676e+00
2.245000000000000051e-01,1.138692639544369056e+00
2.250000000000000056e-01,1.014500028430429523e+00
2.255000000000000060e-01,1.082614237337080176e+00
2.260000000000000064e-01,1.371044482937588960e+00
2.265000000000000069e-01,1.362968850702254597e+00
2.270000000000000073e-01,9.299257706362914488e-01
2.275000000000000078e-01,9.210332381051710149e-01
2.280000000000000082e-01,1.083767123903948804e+00
2.285000000000000087e-01,6.867337314154161598e-01
2.290000000000000091e-01,9.178970612788813765e-01
2.295000000000000095e-01,8.488533508494150448e-01
2.300000000000000100e-01,9.252816419457852160e-01
2.305000000000000104e-01,7.078425228673259628e-01
2.310000000000000109e-01,5.697125651512728872e-01
2.315000000000000113e-01,4.848891790767050902e-01
2.320000000000000118e-01,6.847244303916283359e-01
2.325000000000000122e-01,8.208657023086805005e-01
2.330000000000000127e-01,8.537629899870360362e-01
2.335000000000000131e-01,1.295688069908646822e+00
2.340000000000000135e-01,1.122779258220115928e+00
2.345000000000000140e-01,7.020525196198073026e-01
2.350000000000000144e-01,9.587882025350946691e-01
2.355000000000000149e-01,8.067485896859110106e-01
2.360000000000000153e-01,8.361770478916382698e-01
2.365000000000000158e-01,9.420678956382574354e-01
2.370000000000000162e-01,1.048033712441896803e+00
2.375000000000000167e-01,8.819727034540050248e-01
2.380000000000000171e-01,1.192909988857114856e+00
2.385000000000000175e-01,7.842973250462008661e-01
2.390000000000000180e-01,1.045847823418957656e+00
2.395000000000000184e-01,1.592423591436670449e+00
2.399999999999999911e-01,1.139611311220471990e+00
2.404999999999999916e-01,1.395581271207954055e+00
2.409999999999999920e-01,1.131963973871566775e+00
2.414999999999999925e-01,1.225288207431899590e+00
2.419999999999999929e-01,1.084992719963617125e+00
2.424999999999999933e-01,1.043092934831465701e+00
2.429999999999999938e-01,8.981858626249918931e-01
2.434999999999999942e-01,1.115875581271523975e+00
2.439999999999999947e-01,8.367039424648794466e-01
2.444999999999999951e-01,1.120970310661851377e+00
2.449999999999999956e-01,1.190844696739026709e+00
2.454999999999999960e-01,1.038657526942686316e+00
2.459999999999999964e-01,9.048846456264320048e-01
2.464999999999999969e-01,1.053667733318341515e+00
2.469999999999999973e-01,9.039432813758426777e-01
2.474999999999999978e-01,1.155437727466995579e+00
2.479999999999999982e-01,6.023627583110355843e-01
2.484999999999999987e-01,8.977063540909991923e-01
2.489999999999999991e-01,5.576003756085067264e-01
2.494999999999999996e-01,6.421967178689412803e-01
2.500000000000000000e-01,1.194646243525041118e+00
2.505000000000000004e-01,1.078382618112079472e+00
2.510000000000000009e-01,7.320008696865136777e-01
2.515000000000000013e-01,5.536859560166966787e-01
2.520000000000000018e-01,2.439956718792016810e-01
2.525000000000000022e-01,7.176870531805731313e-01
2.530000000000000027e-01,1.308398484418321406e+00
2.535000000000000031e-01,9.184294955142475736e-01
2.540000000000000036e-01,7.356147839495351670e-01
2.545000000000000040e-01,9.642795227357418009e-01
2.550000000000000044e-01,5.883229490742745149e-01
2.555000000000000049e-01,8.730879768667376695e-01
2.560000000000000053e-01,9.843015506497764244e-01
2.565000000000000058e-01,9.760195770692280393e-01
2.570000000000000062e-01,1.174871988644752285e+00
2.575000000000000067e-01,1.102182714135441666e+00
2.580000000000000071e-01,1.175920473319857162e+00
2.585000000000000075e-01,9.064221321170787826e-01
2.590000000000000080e-01,1.219619537216632965e+00
2.595000000000000084e-01,1.357878990381508943e+00
2.600000000000000089e-01,8.284951776323810080e-01
2.605000000000000093e-01,8.361485760287588054e-01
2.610000000000000098e-01,1.274720487854397621e+00
2.615000000000000102e-01,9.672216802931772328e-01
2.620000000000000107e-01,1.288721133266264030e+00
2.625000000000000111e-01,9.260185592641611008e-01
2.630000000000000115e-01,1.314903897973260127e+00
2.635000000000000120e-01,1.060382808575109914e+00
2.640000000000000124e-01,1.094380185675626116e+00
2.645000000000000129e-01,1.360386907924729716e+00
2.650000000000000133e-01,9.737887604795126828e-01
2.655000000000000138e-01,8.491892166323768976e-01
2.660000000000000142e-01,9.310083622250918678e-01
2.665000000000000147e-01,1.086997421529598773e+00
2.670000000000000151e-01,6.531316397981592470e-01
2.675000000000000155e-01,1.059733448589377236e+00
2.680000000000000160e-01,7.894488657892402284e-01
2.685000000000000164e-01,1.093738477000212317e+00
2.690000000000000169e-01,3.571237996709841211e-01
2.695000000000000173e-01,6.575696143165630225e-01
2.700000000000000178e-01,4.650612420780861345e-01
2.705000000000000182e-01,6.336103063078671882e-01
2.710000000000000187e-01,8.533516962042998477e-01
2.715000000000000191e-01,7.798969729957653252e-01
2.720000000000000195e-01,7.817465648167191139e-01
2.725000000000000200e-01,8.194271729037243546e-01
2.730000000000000204e-01,9.103294401657131552e-01
2.735000000000000209e-01,6.835995539694936785e-01
2.740000000000000213e-01,1.037966262538542850e+00
2.745000000000000218e-01,1.035276367242233597e+00
2.750000000000000222e-01,9.809165828983295032e-01
2.755000000000000226e-01,1.012447599564694212e+00
2.760000000000000231e-01,9.554723439380443661e-01
2.765000000000000235e-01,1.298234524338554685e+00
2.770000000000000240e-01,8.710537209937752046e-01
2.775000000000000244e-01,8.284809988268067027e-01
2.780000000000000249e-01,7.461342765866526561e-01
2.785000000000000253e-01,7.033518209746607575e-01
2.790000000000000258e-01,6.794492200482061817e-01
2.795000000000000262e-01,7.733197712751741504e-01
2.800000000000000266e-01,9.617234011845611219e-01
2.805000000000000271e-01,1.066887821561423699e+00
2.810000000000000275e-01,1.031002359134248536e+00
2.815000000000000280e-01,8.823909056207088764e-01
2.820000000000000284e-01,1.222207104924892374e+00
2.825000000000000289e-01,1.187486166824596401e+00
2.830000000000000293e-01,9.956910616318368490e-01
2.835000000000000298e-01,8.765011763560659475e-01
2.840000000000000302e-01,1.089475481006175972e+00
2.845000000000000306e-01,9.858267959465908392e-01
2.850000000000000311e-01,6.256552260239646168e-01
2.855000000000000315e-01,8.702121925593873097e-01
2.860000000000000320e-01,9.087295579342737906e-01
2.865000000000000324e-01,6.547141648693541871e-01
2.870000000000000329e-01,8.577067542671958922e-01
2.875000000000000333e-01,5.205704770233725576e-01
2.880000000000000338e-01,1.076309551688351629e+00
2.884999999999999787e-01,1.060220287737669631e+00
2.889999999999999791e-01,7.635215975618344642e-01
2.894999999999999796e-01,8.896468555450564031e-01
2.899999999999999800e-01,3.353810496141577113e-01
2.904999999999999805e-01,5.824906665899070024e-01
